page,pseudo,fbid,fbid#,nb,interactions,interactions/post,info?
Monaco-Matin,monacomatin,162422610475091,#162422610475091,172,166883,"970,3",non
Frédéric Cuvillier,fcuvillier2,100044445519130,#100044445519130,172,146699,"852,9",non
Véro Humour,veroetsesvieillesamies,761077167237571,#761077167237571,172,125385,729,non
Laurent Jalabert,Jalabert.Laurent,107514681479,#107514681479,171,860402,"5031,6",non
ZumbaFrance.com - Cours à Paris,zumbafrance,670488533088867,#670488533088867,171,615032,"3596,7",non
boxe,boxepage,40185788207,#40185788207,171,403633,"2360,4",non
Les Sables d'Olonne,les.sables.d.olonne,27190886428,#27190886428,171,377552,"2207,9",non
421chevaux,421chevaux,270154780287397,#270154780287397,171,364090,"2129,2",non
Tu vas rire,tuvasrirefr,540323779499863,#540323779499863,171,290563,"1699,2",non
Collectif urgence notre police assassine,Urgence.notre.police.assassine,356786924467240,#356786924467240,171,239846,"1402,6",non
Peuple Révolté,peuplerevoltefr,693179931113848,#693179931113848,171,161585,"944,9",non
La Voix du Nord Lille,lavoixdunord.lille,126178327535384,#126178327535384,171,156133,"913,1",oui
Franjo,FranjoOfficiel,964373420270024,#964373420270024,170,5626474,"33096,9",non
Fraternité,CHARLY1erOFFICIEL,103293247727245,#103293247727245,170,360018,"2117,8",non
Dj Fou,djfoulevrai,100044395030707,#100044395030707,170,356617,"2097,7",non
Sais-tu aimer ? Kabylie,SaisTuAimerKabylie,1028696703867529,#1028696703867529,170,280430,"1649,6",non
L'Eveil de la Haute-Loire,leveil.fr,155881634517039,#155881634517039,170,221064,"1300,4",oui
𝐃𝐁-𝐙.com,dbzcom,117079840971,#117079840971,170,180940,"1064,4",non
Créations by Cécile,creationbycecile,567362646726201,#567362646726201,170,176248,"1036,8",non
DM Sport,dmsportofficiel,1579294152319762,#1579294152319762,170,165878,"975,8",non
Tu me fais trop rire,tumefaistroprire.fr,792777167731963,#792777167731963,170,147053,865,non
Emmanuelle Ménard,emenard34,120433085191897,#120433085191897,170,142184,"836,4",non
Bistro de Jenna,bistrodejennaprovence,100044075274226,#100044075274226,169,544636,"3222,7",non
WADA7 France,wada7france,257965998044999,#257965998044999,169,500630,"2962,3",non
Oise le Département,oise.ledepartement,104507989684595,#104507989684595,169,286620,1696,non
C'est qui la boss ?,cestquilaboss,190972297943673,#190972297943673,169,227631,"1346,9",non
Couleurs Tropicales - RFI,couleurs.tropicales,148669531832326,#148669531832326,169,209296,"1238,4",non
Acrimed,acrimed,94089796249,#94089796249,169,178569,"1056,6",non
France Bleu Sud Lorraine,FranceBleuSudLorraineofficiel,125643164185639,#125643164185639,169,155516,"920,2",oui
Le Parisien 78 - Yvelines,Le.Parisien.78.Yvelines,257970334328611,#257970334328611,169,143421,"848,6",oui
Et Si L'Amour Était Un Reve,ladameauxbonsmots,101492170658731,#101492170658731,169,137951,"816,3",non
Tout le monde veut prendre sa place,tlmvpsp,314065765340059,#314065765340059,169,101561,601,non
France Bleu Vaucluse,FranceBleuVaucluse,239210603830,#239210603830,168,246567,"1467,7",oui
Chéri fais tes valises,CherifaistesvalisesFR,193290344181168,#193290344181168,168,241266,"1436,1",non
Mouvement Colibris,MouvementColibris,53374592239,#53374592239,168,217717,"1295,9",non
Viny DIY,Vinydiy,386299071723633,#386299071723633,168,212260,"1263,5",non
Attouche Taddart-iw ⵣ,ATTOUCHE15,1969837543033989,#1969837543033989,168,201961,"1202,1",non
Le Top des Testeuses,letopdestesteuses,1119761034722043,#1119761034722043,168,127698,"760,1",non
La Maison du Chocolat,LaMaisonDuChocolat,145323975501474,#145323975501474,167,616211,"3689,9",non
Chérie FM,cheriefmradio,432576485594,#432576485594,167,453850,"2717,7",non
SoAddict,SoAddictParis,526000000000000,"#5,26E+14",167,259365,"1553,1",non
La Bresse-Hohneck Labellemontagne,LaBresseHohneckLabellemontagne,"1,01501143689307E+016",#10150114368930716,167,207372,"1241,7",non
Maman Blogueuse Pas Comme Les Autres,mamanblogueusepascommelesautres,470099663175389,#470099663175389,167,204820,"1226,5",non
Ouest-France Brest,ouestfrancebrest,168793906466303,#168793906466303,167,192025,"1149,9",oui
Puissance Télévision,puissancetv,1775343759367452,#1775343759367452,167,165770,"992,6",oui
L'Observateur de Beauvais - Oise,lobservateur,196556437059198,#196556437059198,167,163214,"977,3",oui
Ligue de Défense des Conducteurs,LigueDeDefenseDesConducteurs,173205626168901,#173205626168901,167,147837,"885,3",non
Le Parisien 94 - Val de Marne,LeParisien.94.Val.de.Marne,316097835171087,#316097835171087,167,144103,"862,9",oui
Collectif indépendant des ATSEM de France,Collectif.ATSEM,257641384719438,#257641384719438,167,142320,"852,2",non
CA Brive Rugby,cabriverugby,136407633069304,#136407633069304,167,140373,"840,6",non
Le couple conscient,lecoupleconscient,1963899900574125,#1963899900574125,167,125785,"753,2",non
Infos Soldats,infos.soldats,743729375693814,#743729375693814,167,122246,732,non
L' âme de la Nature - Jordan Ray.,amedelanature.jordanray,548510688562823,#548510688562823,166,723117,"4356,1",non
Tourisme Bretagne,tourismebretagne,107802905918582,#107802905918582,166,642620,"3871,2",non
Cache Cache,CacheCacheFrance,6598073889,#6598073889,166,375752,"2263,6",non
TRACE Gospel,tracegospel,652971638169976,#652971638169976,166,309575,"1864,9",non
Mdr - Mort De Rire,A.G.divertissement,1275318592609697,#1275318592609697,166,275918,"1662,2",non
INFO Gard - Hérault,InfoGardHerault,1970588406559018,#1970588406559018,166,215403,"1297,6",oui
Café chaud,Maguidacafechaud,103487171293095,#103487171293095,166,173768,"1046,8",non
La Dignité de Penser,ladignitedepenser,766212516812015,#766212516812015,166,160215,"965,2",non
Ville de Fréjus,ville.frejus,468368336640167,#468368336640167,166,156740,"944,2",non
Tite nymphe et ses humeurs,Titenymphe83,104916646351907,#104916646351907,166,113865,"685,9",non
La Pdg Internationale Flore de Lille,LaStoryofficiel,703883993147859,#703883993147859,165,394863,"2393,1",non
Vanda et ses recettes WW,chezvanda,360145977405192,#360145977405192,165,324734,"1968,1",non
France Bleu Mayenne,francebleumayenne,582847195111256,#582847195111256,165,263672,1598,oui
Views,viewsfrance,332144133784710,#332144133784710,165,228469,"1384,7",non
Quart d'heure de Droit,quartdheurededroit,479197985459672,#479197985459672,165,159748,"968,2",non
Les Mystères de l'Amour - Communauté,Les.Mysteres.de.lAmour.Communaute,759812830747711,#759812830747711,165,159066,964,non
Sweet FM,sweetfmfrance,35627698283,#35627698283,165,151505,"918,2",non
365 Histoires,365histoires,172638576166986,#172638576166986,165,141938,"860,2",non
D'une Humeur de Chat,humeurdechat,444756445980585,#444756445980585,165,141800,"859,4",non
Marie Reno,mariereno1,109534015776851,#109534015776851,164,1823976,"11121,8",non
SAEZ - Le pouvoir des mots.,damiensaezfans,100044398719093,#100044398719093,164,358043,"2183,2",non
Le Petit Bleu des Côtes d'Armor,LePetitBleuDinan,167884883244169,#167884883244169,164,289589,"1765,8",oui
Hubert Bonisseur de La Bath,HubertBonisseurDeLaBathOSS117,132923330611167,#132923330611167,164,213367,1301,non
Château Royal d'Amboise,chateauroyaldamboise,499446236822561,#499446236822561,164,192348,"1172,9",non
Tourisme Aveyron,TourismeAveyron,118584438179674,#118584438179674,164,191279,"1166,3",non
Le Petit Paumé,petitpaume,220511155953,#220511155953,164,151186,"921,9",non
Les pires SMS,PiresSMS,1661524150727659,#1661524150727659,164,133558,"814,4",non
Le monde des Sapeurs-Pompiers,LesSapeursPompiers,238616376161369,#238616376161369,164,114465,698,non
Rap News,RapNewsfrfr,111970793798344,#111970793798344,163,2732872,"16766,1",non
M-Habitat.fr,MHabitat.fr,1424054491211482,#1424054491211482,163,481727,"2955,4",non
"Daniel Balavoine, la légende",danielbalavoinechanteur,526081214231958,#526081214231958,163,333336,2045,non
Protéger les animaux,EnsembleProtegeonslesanimaux,472178869468464,#472178869468464,163,236551,"1451,2",non
Mx2k,Mx2kcom,116311865084722,#116311865084722,163,156797,"961,9",non
La SPA - Refuge de Gennevilliers,refugespagennevilliers,678269668903536,#678269668903536,163,156724,"961,5",non
Catherine Griset,CatherineGriset.RN,140870836830216,#140870836830216,163,147489,"904,8",non
Association G.A.L.G.O.S.,AssociationGalgos,379734975402337,#379734975402337,163,138809,"851,6",non
Lyon Capitale,LyonCap,295623127116052,#295623127116052,163,137501,"843,6",non
La Sounnah,pagelasounnah,142384232884,#142384232884,163,124078,"761,2",non
BeBasket,bebasketfr,173577202894,#173577202894,163,120689,"740,4",non
OKLM,oklmofficial,786293411421276,#786293411421276,162,464615,2868,non
"24h Pujadas, l'info en questions",24hPujadas,1647373048911222,#1647373048911222,162,379898,2345,non
Aviron Bayonnais Rugby,avironbayonnaisrugbypro,124336480920303,#124336480920303,162,245484,"1515,3",non
Les Rhums HSE,RhumHSE,185433481511182,#185433481511182,162,144269,"890,5",non
Les Mystères De L'amour,serieteleactu,268844806604352,#268844806604352,162,142451,"879,3",non
Jimmy Tricotin,JimmyTricotin,100044496641410,#100044496641410,162,118451,"731,2",non
Boîte à bonheurs,BABonheurs,609656459046550,#609656459046550,162,110369,"681,3",non
Petit BamBou,petitbambouzen,229148247162558,#229148247162558,161,628007,"3900,7",non
Thalassa,ThalassaOff,131841153527843,#131841153527843,161,468278,"2908,6",non
L’Influenceuse,hassou2368,195497061395994,#195497061395994,161,307879,"1912,3",non
Effroyable Nature,EffroyableNature,2115636441817531,#2115636441817531,161,298003,1851,non
La chatterie des Coonberries,chatteriedescoonberries,1490285804635392,#1490285804635392,161,245095,"1522,3",non
"L'arbre à bien-être, le blog",larbreabienetre,100044433489497,#100044433489497,161,223665,"1389,2",non
Etablissement Français du Sang,EtablissementFrancaisduSang,154039604637334,#154039604637334,161,220478,"1369,4",non
Grand Site de France Puy Mary - Volcan du Cantal,grandsitepuymary,140892062634409,#140892062634409,161,181710,"1128,6",non
France Citoyenne,France.Citoyenne,291504477570488,#291504477570488,161,159574,"991,1",non
Ville d'Hénin-Beaumont,ville.heninbeaumont,1452770168305029,#1452770168305029,161,136554,"848,2",non
Code-RNO,CodeReinho,100050662651692,#100050662651692,161,109221,"678,4",non
Buzzly,Buzzly.fr,415028771921746,#415028771921746,160,1438906,"8993,2",non
La Vallée de Kaysersberg,vallee.de.Kaysersberg,43773010777,#43773010777,160,258141,"1613,4",non
Stade Français Paris,SFPARIS,104941872919393,#104941872919393,160,248906,"1555,7",non
Maritima,MaritimaMedias,158624064204317,#158624064204317,160,214069,"1337,9",non
Rires en vrac,riresvrac,805440653176682,#805440653176682,160,213240,"1332,8",non
Emmanuelle Tabaret Illustrations,EmmanuelleTabaretIllustrations,100044270177499,#100044270177499,160,198244,1239,non
"Toi , le ""Loup""",ToiLeLoup,140869206071308,#140869206071308,160,179354,1121,non
Les Echos du Touquet - Journal de Montreuil - Le Réveil de Berck,lesechosdutouquet,438582960216,#438582960216,160,175619,"1097,6",oui
AG2R CITROËN Team,AG2RCITROENTEAM,118722188170769,#118722188170769,160,171969,"1074,8",non
Le Courrier Vendéen,CourrierVendeen,171653189595639,#171653189595639,160,156814,"980,1",oui
Football Club Actu,FootballClubActu,1423972157820045,#1423972157820045,160,136687,"854,3",non
"La Renaissance - Le Bessin, Côte de Nacre",RenaissanceBessin,132876406727366,#132876406727366,160,135397,"846,2",oui
Dr Frère Muz,DrFrereMuz,100045737200656,#100045737200656,159,578912,3641,non
Benjamin Biolay,benjaminbiolayofficiel,100044339713867,#100044339713867,159,523016,"3289,4",non
Fluide Glacial,leFluideGlacial,332715586774364,#332715586774364,159,336236,"2114,7",non
Henri Joyeux,PrJoyeux,100044499576937,#100044499576937,159,282011,"1773,7",non
I-boycott.org,I.boycott.org,396053727258247,#396053727258247,159,217860,"1370,2",non
Liverpool France,lfc.fr,1030872773643489,#1030872773643489,159,210239,"1322,3",non
FranceRoutes (Officiel),franceroutes,232524050369,#232524050369,159,200004,"1257,9",non
La Tronche en Biais,thetroncheenbiais,545132638955989,#545132638955989,159,138278,"869,7",non
Nations pour Israël,nationspourisrael,535576149899030,#535576149899030,159,111939,704,non
Pet Alert Eure 27,Pet.Alert.Fr.27,422714134446660,#422714134446660,159,101700,"639,6",non
Eric Antoine,ericantoineoff,7298491929,#7298491929,158,2212224,"14001,4",non
Vincent Lagaf',VincentLagafOfficiel,100044091833430,#100044091833430,158,1181177,"7475,8",non
Ballet de l'Opéra de Paris,BalletdelOperadeParis,293848657470631,#293848657470631,158,349479,"2211,9",non
Pourquoi Mickey Mousse,PourquoiMickey,1793337477631325,#1793337477631325,158,222868,"1410,6",non
Magazine Destination Portugal,MagazineDestinationPortugal,253458388328916,#253458388328916,158,179327,1135,non
Le Monde Du Web,LEMONDEDUWEB.ORG,1472139026414802,#1472139026414802,158,177855,"1125,7",non
Monsieur Mathieu,MonsieurMathieuJDA,152877598242808,#152877598242808,158,173985,"1101,2",non
Serial Mother,blog.maman,100044428779671,#100044428779671,158,168380,"1065,7",non
Nosignalfound,Dr.Mo7og,817212851756469,#817212851756469,158,153926,"974,2",non
Planetemarcus,PLANETEMARCUS,206160890732,#206160890732,158,99463,"629,5",non
Jamy Gourmaud,jamygourmaud,100044280736899,#100044280736899,157,1409544,8978,non
Yassine Belattar,yassine.belattar.officiel,528027353963352,#528027353963352,157,550920,3509,non
Humour du Portugal,humourduportugal,716812091663466,#716812091663466,157,539877,"3438,7",non
Le Bouddha Joyeux,LeBouddhaJoyeux,1616325138689592,#1616325138689592,157,430734,"2743,5",non
Pays basque Tourisme,tourisme64,138349532852167,#138349532852167,157,373450,"2378,7",non
Cookomix,cookomix,999051840174864,#999051840174864,157,257151,"1637,9",non
Centre Pompidou,centrepompidou.fr,20307174595,#20307174595,157,253145,"1612,4",non
ThePrairie.fr,ThePrairie.fr,411107299050148,#411107299050148,157,217726,"1386,8",non
Département des Alpes-Maritimes,departement06,400177530045868,#400177530045868,157,183017,"1165,7",non
Éric Piolle,ericpiolle,173962299465972,#173962299465972,157,125143,"797,1",non
Centre Presse,centrepresse,190056237704968,#190056237704968,157,124718,"794,4",oui
"Tubiana Marion - Artiste Equine et Animalière - Pastels, peintures",tubiana.marion,100044471584705,#100044471584705,156,644237,"4129,7",non
ARTS in Paris,ArtExpositionInParis,464017483647710,#464017483647710,156,385139,"2468,8",non
Faire taire quelqu'un en l'embrassant.,FTQEE.BySophien.G,452865668061519,#452865668061519,156,275511,"1766,1",non
"Gdblog, croquis d'humeur",croquisgdblog,626958607376158,#626958607376158,156,181867,"1165,8",non
Troyes La Champagne Tourisme,TroyesTourisme,182893455149384,#182893455149384,156,154340,"989,4",non
La Montagne Creuse,lamontagnecreuse,325969884211552,#325969884211552,156,137929,"884,2",oui
Kounnasse and Co,kounnasseandCo,2173849809532920,#2173849809532920,156,87120,"558,5",non
Marion Maréchal,MMLPen.officiel,334649766620848,#334649766620848,155,1322383,"8531,5",non
Sira Bintsi,ChanteuseMalienne,100044205441179,#100044205441179,155,672909,"4341,3",non
Alexandre Jardin écrivain,alexandrejardin,554734424598697,#554734424598697,155,549400,"3544,5",non
LÕU.YETU,Louyetuparis,193002862842,#193002862842,155,378490,"2441,9",non
TV Carcassonne,TVcarcassonne,181159865297052,#181159865297052,155,330974,"2135,3",oui
Yoga Journal France,yogajournalfce,364474330400104,#364474330400104,155,237986,"1535,4",non
TCM Cinéma,TCMcinema,120337981337279,#120337981337279,155,225794,"1456,7",non
"Eugénie Le Sommer, petite par la taille mais grande par le talent",FanEugenieLeSommer9,307084612674284,#307084612674284,155,222354,"1434,5",non
Agence France-Presse,AFPfra,114100038626559,#114100038626559,155,203921,"1315,6",oui
A.S.Saint Étienne Le Peuple Vert : Un Public Unique Pour Une Équipe Magique,LePeupleVert,451567478216513,#451567478216513,155,199853,"1289,4",non
Neumann / Lechypre,Neumannlechypre,199220983442262,#199220983442262,155,193286,1247,non
Bruno Le Maire,blm27,227784633952290,#227784633952290,155,150929,"973,7",non
Simone Morgenthaler,morgenthalersimone,352291648203167,#352291648203167,155,144462,932,non
Tibo Inshape,tiboinshape,419692334828040,#419692334828040,155,127106,820,non
Alys'style and life,Alysstyleandlife,343261496240986,#343261496240986,155,116691,"752,8",non
Ça se passe chez vous,CaSePasseChezVous,119344552008986,#119344552008986,155,85623,"552,4",non
Madagascar foot actu,madagascar.foot.actu,105663661123119,#105663661123119,154,710980,"4616,8",non
Charles Mbuya,charlesmbuya,100875868272903,#100875868272903,154,551641,"3582,1",non
La Boîte à Rimes,laboitearimes,321525215153163,#321525215153163,154,352286,"2287,6",non
Topito Comedy,TopitoComedy,1499210347041739,#1499210347041739,154,333847,"2167,8",non
Real Madrid C.F .France,HalaMadridynadamas1996,1051188031601563,#1051188031601563,154,330180,2144,non
Ligue 1 Champions Project,Ligue1ChampionsProject,744430449048864,#744430449048864,154,282465,"1834,2",non
C'est le Prénom.,CLePrenomOfficiel,548808825286309,#548808825286309,154,261481,"1697,9",non
